CustomerID,Gender,Age,Age group,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Work Level,No. of Family ,Familysize 
341,Female,84,Senior,"$173,185 ",99,Artist,3,Entry Level,1,small Size
342,Male,75,Senior,"$142,034 ",82,Entertainment,1,Entry Level,4,Mid Size
343,Male,22,Teenager,"$107,941 ",61,Artist,0,Entry Level,1,small Size
344,Female,90,Senior,"$149,840 ",61,Engineer,1,Entry Level,1,small Size
345,Female,4,Teenager,"$148,431 ",99,Healthcare,1,Entry Level,8,Large size
346,Female,78,Senior,"$126,599 ",84,Lawyer,0,Entry Level,3,small Size
347,Female,58,Senior,"$57,180 ",22,Healthcare,9,Mid Level,1,small Size
348,Female,99,Senior,"$184,426 ",41,Artist,9,Mid Level,1,small Size
349,Female,24,Teenager,"$151,085 ",39,Marketing,2,Entry Level,5,Mid Size
350,Female,88,Senior,"$166,107 ",98,Artist,13,Senior Level,4,Mid Size
351,Female,92,Senior,"$67,850 ",91,Artist,9,Mid Level,4,Mid Size
352,Male,99,Senior,"$173,394 ",4,Engineer,13,Senior Level,1,small Size
353,Female,51,Senior,"$72,303 ",98,Lawyer,7,Mid Level,1,small Size
354,Male,23,Teenager,"$181,760 ",35,Healthcare,14,Senior Level,3,small Size
355,Female,13,Teenager,"$146,858 ",75,Doctor,9,Mid Level,1,small Size
356,Male,22,Teenager,"$172,923 ",20,Engineer,6,Mid Level,1,small Size
357,Female,89,Senior,"$115,811 ",87,Homemaker,11,Senior Level,4,Mid Size
358,Male,20,Teenager,"$184,324 ",51,Marketing,13,Senior Level,5,Mid Size
359,Female,72,Senior,"$67,353 ",19,Lawyer,9,Mid Level,3,small Size
360,Male,17,Teenager,"$165,999 ",71,Healthcare,9,Mid Level,3,small Size
361,Male,90,Senior,"$164,914 ",18,Artist,8,Mid Level,3,small Size
362,Male,99,Senior,"$63,364 ",61,Entertainment,1,Entry Level,2,small Size
363,Female,39,Adult,"$182,352 ",73,Engineer,4,Entry Level,3,small Size
364,Female,37,Adult,"$148,544 ",56,Entertainment,1,Entry Level,2,small Size
365,Male,46,Adult,"$62,833 ",85,Artist,1,Entry Level,2,small Size
366,Male,65,Senior,"$120,627 ",72,Healthcare,0,Entry Level,2,small Size
367,Female,60,Senior,"$130,898 ",30,Artist,1,Entry Level,1,small Size
368,Female,93,Senior,"$103,130 ",74,Executive,12,Senior Level,3,small Size
369,Male,72,Senior,"$106,681 ",15,Healthcare,9,Mid Level,5,Mid Size
370,Female,36,Adult,"$87,353 ",25,Entertainment,1,Entry Level,5,Mid Size
371,Male,52,Senior,"$88,046 ",61,Artist,8,Mid Level,1,small Size
372,Female,72,Senior,"$98,168 ",49,Entertainment,1,Entry Level,2,small Size
373,Female,28,Teenager,"$178,265 ",5,Lawyer,2,Entry Level,1,small Size
374,Female,48,Adult,"$167,232 ",92,Doctor,6,Mid Level,4,Mid Size
375,Male,85,Senior,"$140,478 ",43,Doctor,6,Mid Level,4,Mid Size
376,Male,22,Teenager,"$159,296 ",83,Artist,8,Mid Level,1,small Size
377,Female,30,Adult,"$144,043 ",78,Doctor,1,Entry Level,1,small Size
378,Male,46,Adult,"$72,594 ",64,Artist,1,Entry Level,2,small Size
379,Female,82,Senior,"$180,288 ",77,Artist,2,Entry Level,2,small Size
380,Female,73,Senior,"$165,734 ",51,Entertainment,0,Entry Level,1,small Size
381,Male,8,Teenager,"$175,407 ",2,Artist,5,Mid Level,1,small Size
382,Male,90,Senior,"$70,201 ",8,Engineer,0,Entry Level,2,small Size
383,Male,34,Adult,"$91,503 ",26,Artist,0,Entry Level,6,Mid Size
384,Female,10,Teenager,"$184,522 ",43,Artist,0,Entry Level,2,small Size
385,Female,79,Senior,"$143,560 ",83,Artist,1,Entry Level,3,small Size
386,Male,83,Senior,"$131,574 ",97,Artist,1,Entry Level,2,small Size
387,Female,20,Teenager,"$151,124 ",18,Artist,15,Senior Level,3,small Size
388,Female,25,Teenager,"$67,447 ",5,Artist,15,Senior Level,2,small Size
389,Female,26,Teenager,"$117,454 ",8,Healthcare,16,Senior Level,2,small Size
390,Female,18,Teenager,"$86,203 ",23,Doctor,13,Senior Level,1,small Size
391,Female,7,Teenager,"$136,231 ",10,Artist,7,Mid Level,1,small Size
392,Male,1,Teenager,"$89,144 ",1,Doctor,12,Senior Level,2,small Size
393,Male,21,Teenager,"$119,116 ",30,Artist,17,Senior Level,4,Mid Size
394,Female,86,Senior,"$163,463 ",31,Artist,9,Mid Level,4,Mid Size
395,Female,75,Senior,"$151,696 ",82,Artist,15,Senior Level,1,small Size
396,Male,78,Senior,"$184,736 ",52,Lawyer,13,Senior Level,1,small Size
397,Female,87,Senior,"$70,419 ",69,Homemaker,6,Mid Level,4,Mid Size
398,Female,8,Teenager,"$119,104 ",41,Entertainment,14,Senior Level,3,small Size
399,Male,59,Senior,"$130,950 ",28,Executive,5,Mid Level,3,small Size
400,Male,13,Teenager,"$140,950 ",77,Artist,15,Senior Level,2,small Size
401,Female,55,Senior,"$82,285 ",35,Engineer,16,Senior Level,1,small Size
402,Female,50,Adult,"$91,389 ",92,Healthcare,11,Senior Level,7,Large size
403,Male,54,Senior,"$186,359 ",95,Doctor,13,Senior Level,2,small Size
404,Male,13,Teenager,"$178,989 ",46,Doctor,14,Senior Level,3,small Size
405,Male,79,Senior,"$166,335 ",45,Engineer,5,Mid Level,5,Mid Size
406,Female,65,Senior,"$119,889 ",11,Artist,17,Senior Level,6,Mid Size
407,Female,51,Senior,"$66,852 ",73,Executive,15,Senior Level,3,small Size
408,Male,18,Teenager,"$103,896 ",36,Executive,16,Senior Level,4,Mid Size
409,Male,21,Teenager,"$187,761 ",87,Healthcare,2,Entry Level,3,small Size
410,Male,37,Adult,"$102,717 ",93,Healthcare,7,Mid Level,4,Mid Size
411,Male,83,Senior,"$102,647 ",83,Entertainment,0,Entry Level,2,small Size
412,Female,96,Senior,"$113,585 ",31,Lawyer,0,Entry Level,4,Mid Size
413,Female,65,Senior,"$86,509 ",88,Artist,0,Entry Level,4,Mid Size
414,Male,80,Senior,"$59,099 ",44,Marketing,1,Entry Level,7,Large size
415,Female,75,Senior,"$135,088 ",5,Lawyer,1,Entry Level,5,Mid Size
416,Female,87,Senior,"$110,870 ",78,Engineer,1,Entry Level,4,Mid Size
417,Female,86,Senior,"$187,667 ",12,Artist,0,Entry Level,1,small Size
418,Female,36,Adult,"$124,614 ",25,Artist,8,Mid Level,5,Mid Size
419,Female,78,Senior,"$166,492 ",40,Homemaker,9,Mid Level,7,Large size
420,Female,62,Senior,"$172,758 ",69,Entertainment,1,Entry Level,2,small Size
421,Male,89,Senior,"$122,430 ",19,Healthcare,1,Entry Level,1,small Size
422,Female,56,Senior,"$183,540 ",96,Entertainment,0,Entry Level,6,Mid Size
423,Female,35,Adult,"$96,484 ",34,Artist,5,Mid Level,4,Mid Size
424,Male,33,Adult,"$112,587 ",71,Artist,1,Entry Level,4,Mid Size
425,Female,58,Senior,"$155,672 ",71,Entertainment,7,Mid Level,7,Large size
426,Female,68,Senior,"$72,847 ",93,Artist,1,Entry Level,2,small Size
427,Male,38,Adult,"$71,897 ",32,Entertainment,2,Entry Level,3,small Size
428,Male,31,Adult,"$158,479 ",57,Doctor,1,Entry Level,5,Mid Size
429,Male,90,Senior,"$89,251 ",4,Entertainment,1,Entry Level,1,small Size
430,Male,28,Teenager,"$179,911 ",24,Engineer,1,Entry Level,1,small Size
431,Male,1,Teenager,"$111,558 ",85,Healthcare,7,Mid Level,4,Mid Size
432,Male,78,Senior,"$127,615 ",78,Executive,10,Senior Level,7,Large size
433,Female,23,Teenager,"$50,076 ",32,Artist,3,Entry Level,5,Mid Size
434,Female,25,Teenager,"$77,779 ",62,Artist,4,Entry Level,1,small Size
435,Male,59,Senior,"$169,999 ",38,Engineer,5,Mid Level,5,Mid Size
436,Female,7,Teenager,"$106,581 ",76,Doctor,1,Entry Level,7,Large size
437,Female,24,Teenager,"$78,223 ",41,Lawyer,0,Entry Level,1,small Size
438,Male,76,Senior,"$136,259 ",14,Other,0,Entry Level,7,Large size
439,Male,37,Adult,"$153,399 ",93,Entertainment,1,Entry Level,6,Mid Size
440,Female,6,Teenager,"$162,858 ",91,Artist,0,Entry Level,1,small Size
441,Female,0,Teenager,"$57,373 ",29,Other,0,Entry Level,7,Large size
442,Male,3,Teenager,"$133,602 ",47,Artist,1,Entry Level,1,small Size
443,Female,95,Senior,"$66,322 ",88,Artist,0,Entry Level,3,small Size
444,Female,0,Teenager,"$68,761 ",16,Lawyer,1,Entry Level,4,Mid Size
445,Male,7,Teenager,"$70,749 ",86,Artist,13,Senior Level,3,small Size
446,Male,54,Senior,"$65,874 ",87,Artist,7,Mid Level,6,Mid Size
447,Male,89,Senior,"$115,996 ",24,Engineer,15,Senior Level,1,small Size
448,Female,58,Senior,"$67,097 ",91,Engineer,6,Mid Level,1,small Size
449,Female,12,Teenager,"$108,027 ",64,Artist,13,Senior Level,5,Mid Size
450,Male,7,Teenager,"$176,349 ",80,Healthcare,8,Mid Level,2,small Size
451,Male,11,Teenager,"$88,452 ",40,Healthcare,8,Mid Level,6,Mid Size
452,Male,74,Senior,"$128,266 ",55,Engineer,7,Mid Level,4,Mid Size
453,Female,64,Senior,"$156,777 ",20,Healthcare,7,Mid Level,2,small Size
454,Female,48,Adult,"$123,234 ",50,Lawyer,10,Senior Level,7,Large size
455,Female,8,Teenager,"$60,790 ",38,Artist,1,Entry Level,5,Mid Size
456,Female,15,Teenager,"$181,332 ",99,Artist,14,Senior Level,6,Mid Size
457,Male,1,Teenager,"$187,297 ",7,Artist,0,Entry Level,1,small Size
458,Female,21,Teenager,"$153,885 ",86,Artist,6,Mid Level,6,Mid Size
459,Male,84,Senior,"$53,500 ",44,Marketing,3,Entry Level,4,Mid Size
460,Female,5,Teenager,"$69,443 ",28,Doctor,4,Entry Level,6,Mid Size
461,Female,47,Adult,"$124,072 ",56,Lawyer,0,Entry Level,7,Large size
462,Female,96,Senior,"$135,800 ",29,Healthcare,0,Entry Level,7,Large size
463,Male,93,Senior,"$120,597 ",96,Artist,2,Entry Level,4,Mid Size
464,Female,16,Teenager,"$91,358 ",11,Entertainment,1,Entry Level,4,Mid Size
465,Male,56,Senior,"$53,231 ",41,Marketing,0,Entry Level,5,Mid Size
466,Female,76,Senior,"$156,330 ",31,Engineer,1,Entry Level,2,small Size
467,Male,0,Teenager,"$186,002 ",80,Doctor,15,Senior Level,2,small Size
468,Female,70,Senior,"$111,760 ",53,Executive,12,Senior Level,5,Mid Size
469,Female,47,Adult,"$143,906 ",12,Artist,4,Entry Level,3,small Size
470,Male,13,Teenager,"$182,410 ",22,Healthcare,11,Senior Level,4,Mid Size
471,Male,86,Senior,"$98,463 ",46,Homemaker,10,Senior Level,5,Mid Size
472,Male,91,Senior,"$93,762 ",28,Artist,15,Senior Level,7,Large size
473,Male,97,Senior,"$104,582 ",50,Healthcare,8,Mid Level,2,small Size
474,Male,20,Teenager,"$130,813 ",92,Artist,17,Senior Level,5,Mid Size
475,Female,11,Teenager,"$59,202 ",92,Healthcare,5,Mid Level,4,Mid Size
476,Female,28,Teenager,"$79,968 ",45,Lawyer,9,Mid Level,2,small Size
477,Male,32,Adult,"$104,824 ",42,Artist,0,Entry Level,7,Large size
478,Male,82,Senior,"$188,719 ",30,Lawyer,0,Entry Level,6,Mid Size
479,Male,39,Adult,"$187,536 ",66,Healthcare,3,Entry Level,6,Mid Size
480,Male,7,Teenager,"$134,008 ",85,Entertainment,2,Entry Level,1,small Size
481,Female,13,Teenager,"$176,397 ",71,Artist,6,Mid Level,3,small Size
482,Female,34,Adult,"$154,888 ",43,Healthcare,9,Mid Level,6,Mid Size
483,Male,76,Senior,"$155,622 ",81,Healthcare,0,Entry Level,2,small Size
484,Female,30,Adult,"$62,330 ",60,Healthcare,1,Entry Level,1,small Size
485,Female,69,Senior,"$112,838 ",34,Healthcare,1,Entry Level,7,Large size
486,Male,22,Teenager,"$58,283 ",59,Homemaker,2,Entry Level,4,Mid Size
487,Female,60,Senior,"$77,857 ",81,Artist,1,Entry Level,6,Mid Size
488,Male,66,Senior,"$125,024 ",25,Artist,0,Entry Level,1,small Size
489,Female,57,Senior,"$136,242 ",34,Artist,9,Mid Level,1,small Size
490,Female,60,Senior,"$81,934 ",81,Healthcare,1,Entry Level,4,Mid Size
491,Female,59,Senior,"$130,511 ",97,Artist,3,Entry Level,4,Mid Size
492,Female,54,Senior,"$144,502 ",88,Lawyer,3,Entry Level,1,small Size
493,Male,90,Senior,"$63,769 ",6,Artist,4,Entry Level,2,small Size
494,Female,14,Teenager,"$66,760 ",20,Artist,0,Entry Level,4,Mid Size
495,Female,34,Adult,"$135,115 ",54,Entertainment,1,Entry Level,7,Large size
496,Female,85,Senior,"$179,877 ",17,Healthcare,12,Senior Level,4,Mid Size
497,Female,83,Senior,"$93,351 ",65,Doctor,1,Entry Level,1,small Size
498,Male,12,Teenager,"$84,547 ",96,Homemaker,3,Entry Level,3,small Size
499,Male,95,Senior,"$121,725 ",3,Other,12,Senior Level,3,small Size
500,Male,41,Adult,"$65,723 ",91,Artist,6,Mid Level,7,Large size
501,Female,38,Adult,"$96,794 ",96,Healthcare,6,Mid Level,3,small Size
502,Male,68,Senior,"$72,352 ",61,Healthcare,8,Mid Level,5,Mid Size
503,Female,4,Teenager,"$53,097 ",21,Healthcare,0,Entry Level,7,Large size
504,Female,5,Teenager,"$144,831 ",17,Artist,1,Entry Level,3,small Size
505,Female,3,Teenager,"$183,851 ",10,Doctor,1,Entry Level,2,small Size
506,Female,20,Teenager,"$111,896 ",90,Executive,1,Entry Level,3,small Size
507,Female,3,Teenager,"$64,824 ",30,Executive,1,Entry Level,1,small Size
508,Male,36,Adult,"$88,565 ",16,Healthcare,1,Entry Level,5,Mid Size
509,Female,70,Senior,"$104,974 ",63,Artist,1,Entry Level,1,small Size
510,Female,17,Teenager,"$167,060 ",47,Artist,1,Entry Level,5,Mid Size
511,Female,31,Adult,"$69,018 ",17,Artist,6,Mid Level,1,small Size
512,Female,48,Adult,"$174,109 ",96,Entertainment,0,Entry Level,1,small Size
513,Male,28,Teenager,"$62,186 ",29,Marketing,0,Entry Level,1,small Size
514,Male,97,Senior,"$183,783 ",70,Healthcare,9,Mid Level,3,small Size
515,Male,81,Senior,"$83,771 ",1,Artist,1,Entry Level,2,small Size
516,Female,37,Adult,"$148,196 ",91,Artist,0,Entry Level,2,small Size
517,Male,85,Senior,"$131,742 ",87,Entertainment,1,Entry Level,1,small Size
518,Female,78,Senior,"$59,971 ",94,Homemaker,14,Senior Level,7,Large size
519,Female,13,Teenager,"$88,960 ",2,Entertainment,13,Senior Level,3,small Size
520,Female,53,Senior,"$140,107 ",38,Healthcare,1,Entry Level,5,Mid Size
521,Female,41,Adult,"$161,896 ",49,Entertainment,1,Entry Level,3,small Size
522,Female,9,Teenager,"$57,272 ",60,Engineer,1,Entry Level,1,small Size
523,Male,20,Teenager,"$119,952 ",2,Healthcare,8,Mid Level,2,small Size
524,Female,98,Senior,"$167,197 ",63,Doctor,1,Entry Level,5,Mid Size
525,Female,44,Adult,"$186,116 ",2,Healthcare,8,Mid Level,6,Mid Size
526,Female,66,Senior,"$134,677 ",59,Healthcare,15,Senior Level,5,Mid Size
527,Female,58,Senior,"$180,479 ",74,Healthcare,0,Entry Level,3,small Size
528,Male,97,Senior,"$112,783 ",21,Artist,9,Mid Level,6,Mid Size
529,Male,13,Teenager,"$150,258 ",17,Doctor,0,Entry Level,3,small Size
530,Male,48,Adult,"$115,832 ",92,Artist,2,Entry Level,2,small Size
531,Female,47,Adult,"$104,834 ",44,Artist,0,Entry Level,7,Large size
532,Male,93,Senior,"$152,571 ",66,Doctor,14,Senior Level,5,Mid Size
533,Female,11,Teenager,"$162,287 ",45,Engineer,3,Entry Level,2,small Size
534,Female,68,Senior,"$171,761 ",59,Doctor,1,Entry Level,6,Mid Size
535,Female,87,Senior,"$77,709 ",73,Artist,0,Entry Level,1,small Size
536,Female,22,Teenager,"$95,053 ",17,Entertainment,1,Entry Level,2,small Size
537,Male,89,Senior,"$74,820 ",33,Doctor,1,Entry Level,2,small Size
538,Male,57,Senior,"$152,267 ",92,Engineer,9,Mid Level,5,Mid Size
539,Male,91,Senior,"$71,925 ",14,Artist,4,Entry Level,2,small Size
540,Female,84,Senior,"$151,340 ",95,Artist,1,Entry Level,7,Large size
541,Male,56,Senior,"$162,921 ",51,Executive,0,Entry Level,4,Mid Size
542,Female,26,Teenager,"$52,234 ",30,Executive,1,Entry Level,2,small Size
543,Female,56,Senior,"$100,271 ",87,Artist,1,Entry Level,5,Mid Size
544,Female,6,Teenager,"$170,266 ",23,Artist,3,Entry Level,2,small Size
545,Female,33,Adult,"$88,763 ",1,Entertainment,1,Entry Level,1,small Size
546,Female,89,Senior,"$107,359 ",26,Other,10,Senior Level,6,Mid Size
547,Male,99,Senior,"$164,781 ",83,Engineer,0,Entry Level,2,small Size
548,Female,25,Teenager,"$156,016 ",85,Artist,2,Entry Level,1,small Size
549,Female,96,Senior,"$186,882 ",40,Entertainment,1,Entry Level,7,Large size
550,Female,35,Adult,"$99,300 ",88,Homemaker,5,Mid Level,2,small Size
551,Male,16,Teenager,"$58,127 ",65,Marketing,0,Entry Level,3,small Size
552,Female,81,Senior,"$89,211 ",12,Doctor,1,Entry Level,7,Large size
553,Female,7,Teenager,"$148,607 ",59,Homemaker,1,Entry Level,7,Large size
554,Female,31,Adult,"$139,592 ",62,Marketing,1,Entry Level,1,small Size
555,Female,16,Teenager,"$172,051 ",62,Healthcare,1,Entry Level,3,small Size
556,Male,89,Senior,"$57,033 ",99,Artist,0,Entry Level,4,Mid Size
557,Male,84,Senior,"$117,612 ",63,Engineer,0,Entry Level,6,Mid Size
558,Male,40,Adult,"$185,321 ",96,Artist,0,Entry Level,7,Large size
559,Female,17,Teenager,"$186,577 ",5,Healthcare,8,Mid Level,5,Mid Size
560,Male,0,Teenager,"$151,298 ",89,Artist,0,Entry Level,6,Mid Size
561,Female,69,Senior,"$123,925 ",52,Artist,1,Entry Level,7,Large size
562,Female,17,Teenager,"$169,496 ",12,Lawyer,11,Senior Level,6,Mid Size
563,Female,0,Teenager,"$142,892 ",25,Entertainment,8,Mid Level,1,small Size
564,Female,34,Adult,"$58,979 ",3,Entertainment,9,Mid Level,5,Mid Size
565,Female,51,Senior,"$141,416 ",100,Healthcare,15,Senior Level,1,small Size
566,Male,54,Senior,"$104,854 ",67,Healthcare,1,Entry Level,7,Large size
567,Female,19,Teenager,"$180,331 ",14,Artist,17,Senior Level,5,Mid Size
568,Female,99,Senior,"$172,896 ",13,Engineer,0,Entry Level,3,small Size
569,Female,2,Teenager,"$101,451 ",82,Healthcare,4,Entry Level,3,small Size
570,Female,91,Senior,"$189,974 ",37,Engineer,8,Mid Level,1,small Size
571,Male,65,Senior,"$90,084 ",65,Artist,1,Entry Level,6,Mid Size
572,Female,47,Adult,"$112,247 ",24,Executive,4,Entry Level,5,Mid Size
573,Female,91,Senior,"$181,775 ",61,Artist,4,Entry Level,5,Mid Size
574,Female,64,Senior,"$59,088 ",31,Artist,1,Entry Level,3,small Size
575,Female,91,Senior,"$60,856 ",23,Artist,1,Entry Level,6,Mid Size
576,Male,32,Adult,"$149,900 ",34,Artist,6,Mid Level,3,small Size
577,Male,15,Teenager,"$142,776 ",98,Engineer,8,Mid Level,5,Mid Size
578,Male,22,Teenager,"$162,598 ",84,Artist,8,Mid Level,3,small Size
579,Female,37,Adult,"$146,195 ",89,Healthcare,4,Entry Level,4,Mid Size
580,Male,83,Senior,"$135,268 ",53,Lawyer,4,Entry Level,5,Mid Size
581,Female,89,Senior,"$136,037 ",1,Marketing,5,Mid Level,1,small Size
582,Female,33,Adult,"$111,191 ",67,Artist,9,Mid Level,4,Mid Size
583,Female,13,Teenager,"$144,111 ",62,Entertainment,12,Senior Level,5,Mid Size
584,Female,71,Senior,"$177,359 ",56,Doctor,6,Mid Level,2,small Size
585,Female,10,Teenager,"$112,818 ",85,Marketing,15,Senior Level,7,Large size
586,Male,49,Adult,"$53,509 ",98,Artist,5,Mid Level,4,Mid Size
587,Female,9,Teenager,"$168,269 ",75,Executive,10,Senior Level,2,small Size
588,Female,53,Senior,"$86,766 ",2,Lawyer,16,Senior Level,3,small Size
589,Female,63,Senior,"$52,661 ",25,Healthcare,12,Senior Level,5,Mid Size
590,Female,46,Adult,"$148,520 ",14,Healthcare,11,Senior Level,5,Mid Size
591,Male,42,Adult,"$149,936 ",52,Artist,15,Senior Level,3,small Size
592,Female,73,Senior,"$102,296 ",31,Entertainment,7,Mid Level,5,Mid Size
593,Male,75,Senior,"$178,416 ",16,Executive,10,Senior Level,7,Large size
594,Female,49,Adult,"$83,788 ",41,Doctor,15,Senior Level,1,small Size
595,Female,96,Senior,"$184,771 ",77,Engineer,8,Mid Level,5,Mid Size
596,Female,52,Senior,"$70,302 ",88,Executive,14,Senior Level,3,small Size
597,Female,15,Teenager,"$58,639 ",51,Entertainment,5,Mid Level,7,Large size
598,Male,91,Senior,"$97,879 ",40,Entertainment,15,Senior Level,7,Large size
599,Male,22,Teenager,"$64,707 ",29,Entertainment,7,Mid Level,3,small Size
600,Male,62,Senior,"$71,795 ",87,Healthcare,8,Mid Level,1,small Size
601,Male,41,Adult,"$76,567 ",85,Doctor,16,Senior Level,1,small Size
602,Male,61,Senior,"$126,370 ",20,Other,11,Senior Level,4,Mid Size
603,Female,71,Senior,"$154,007 ",32,Artist,7,Mid Level,7,Large size
604,Female,91,Senior,"$69,720 ",78,Lawyer,17,Senior Level,6,Mid Size
605,Female,94,Senior,"$85,265 ",68,Executive,7,Mid Level,6,Mid Size
606,Female,3,Teenager,"$155,864 ",31,Healthcare,13,Senior Level,3,small Size
607,Female,15,Teenager,"$99,421 ",72,Artist,8,Mid Level,7,Large size
608,Female,96,Senior,"$145,457 ",57,Executive,2,Entry Level,1,small Size
609,Male,12,Teenager,"$118,041 ",77,Artist,9,Mid Level,2,small Size
610,Female,23,Teenager,"$73,759 ",83,Doctor,0,Entry Level,7,Large size
611,Male,94,Senior,"$90,082 ",17,Artist,5,Mid Level,7,Large size
612,Female,7,Teenager,"$74,928 ",12,Artist,0,Entry Level,6,Mid Size
613,Female,74,Senior,"$101,352 ",36,Lawyer,0,Entry Level,5,Mid Size
614,Female,52,Senior,"$93,947 ",81,Healthcare,9,Mid Level,2,small Size
615,Male,39,Adult,"$134,629 ",23,Engineer,1,Entry Level,6,Mid Size
616,Male,72,Senior,"$101,858 ",70,Healthcare,8,Mid Level,6,Mid Size
617,Female,55,Senior,"$165,501 ",47,Artist,10,Senior Level,4,Mid Size
618,Male,29,Teenager,"$135,931 ",74,Lawyer,5,Mid Level,1,small Size
619,Male,38,Adult,"$103,356 ",20,Marketing,1,Entry Level,6,Mid Size
620,Female,44,Adult,"$75,195 ",79,Artist,1,Entry Level,3,small Size
621,Male,58,Senior,"$123,083 ",44,Entertainment,6,Mid Level,5,Mid Size
622,Male,77,Senior,"$73,884 ",30,Healthcare,1,Entry Level,2,small Size
623,Female,56,Senior,"$91,180 ",61,Entertainment,1,Entry Level,7,Large size
624,Male,79,Senior,"$86,235 ",52,Artist,0,Entry Level,2,small Size
625,Female,97,Senior,"$96,400 ",4,Doctor,1,Entry Level,7,Large size
626,Male,78,Senior,"$83,599 ",12,Healthcare,1,Entry Level,6,Mid Size
627,Female,91,Senior,"$82,535 ",50,Healthcare,0,Entry Level,1,small Size
628,Male,35,Adult,"$92,227 ",8,Lawyer,0,Entry Level,5,Mid Size
629,Female,43,Adult,"$150,444 ",27,Artist,13,Senior Level,4,Mid Size
630,Female,37,Adult,"$149,095 ",83,Lawyer,1,Entry Level,2,small Size
631,Male,63,Senior,"$113,605 ",42,Artist,3,Entry Level,3,small Size
632,Female,16,Teenager,"$93,854 ",82,Healthcare,0,Entry Level,7,Large size
633,Male,32,Adult,"$118,280 ",92,Artist,0,Entry Level,5,Mid Size
634,Male,91,Senior,"$94,576 ",90,Artist,0,Entry Level,1,small Size
635,Female,33,Adult,"$129,257 ",70,Executive,6,Mid Level,3,small Size
636,Female,57,Senior,"$70,373 ",10,Healthcare,2,Entry Level,6,Mid Size
637,Female,43,Adult,"$77,600 ",66,Healthcare,0,Entry Level,1,small Size
638,Female,26,Teenager,"$113,707 ",97,Entertainment,0,Entry Level,5,Mid Size
639,Female,59,Senior,"$189,672 ",8,Doctor,0,Entry Level,7,Large size
640,Female,61,Senior,"$143,180 ",58,Artist,0,Entry Level,5,Mid Size
641,Female,59,Senior,"$174,890 ",14,Marketing,3,Entry Level,4,Mid Size
642,Male,66,Senior,"$121,377 ",19,Other,7,Mid Level,7,Large size
643,Male,26,Teenager,"$154,857 ",13,Healthcare,0,Entry Level,7,Large size
644,Female,67,Senior,"$160,945 ",51,Healthcare,0,Entry Level,5,Mid Size
645,Female,85,Senior,"$119,557 ",35,Artist,0,Entry Level,2,small Size
646,Female,76,Senior,"$187,141 ",33,Doctor,0,Entry Level,7,Large size
647,Female,57,Senior,"$97,468 ",22,Artist,0,Entry Level,1,small Size
648,Female,77,Senior,"$160,351 ",77,Lawyer,8,Mid Level,5,Mid Size
649,Female,66,Senior,"$178,627 ",94,Healthcare,1,Entry Level,2,small Size
650,Female,49,Adult,"$170,188 ",80,Lawyer,1,Entry Level,6,Mid Size
651,Female,36,Adult,"$166,007 ",40,Doctor,1,Entry Level,4,Mid Size
652,Male,74,Senior,"$91,794 ",83,Entertainment,0,Entry Level,7,Large size
653,Female,16,Teenager,"$189,072 ",86,Artist,6,Mid Level,3,small Size
654,Male,27,Teenager,"$152,717 ",15,Executive,1,Entry Level,6,Mid Size
655,Female,3,Teenager,"$158,549 ",98,Executive,0,Entry Level,3,small Size
656,Male,31,Adult,"$134,263 ",94,Marketing,1,Entry Level,3,small Size
657,Female,30,Adult,"$148,236 ",28,Executive,1,Entry Level,1,small Size
658,Male,94,Senior,"$171,677 ",81,Artist,0,Entry Level,6,Mid Size
659,Female,31,Adult,"$189,446 ",38,Artist,1,Entry Level,6,Mid Size
660,Male,49,Adult,"$106,633 ",53,Artist,0,Entry Level,3,small Size
661,Male,49,Adult,"$81,084 ",48,Executive,6,Mid Level,5,Mid Size
662,Male,53,Senior,"$148,759 ",52,Doctor,7,Mid Level,7,Large size
663,Female,3,Teenager,"$117,638 ",95,Healthcare,2,Entry Level,7,Large size
664,Female,91,Senior,"$159,537 ",37,Doctor,4,Entry Level,1,small Size
665,Male,26,Teenager,"$79,526 ",6,Marketing,9,Mid Level,7,Large size
666,Male,28,Teenager,"$101,414 ",64,Other,8,Mid Level,1,small Size
667,Female,92,Senior,"$109,519 ",72,Entertainment,1,Entry Level,4,Mid Size
668,Female,59,Senior,"$156,880 ",70,Artist,0,Entry Level,7,Large size
669,Male,15,Teenager,"$157,278 ",58,Artist,0,Entry Level,6,Mid Size
670,Female,23,Teenager,"$144,916 ",84,Engineer,1,Entry Level,7,Large size
671,Male,54,Senior,"$59,163 ",100,Marketing,3,Entry Level,3,small Size
672,Female,93,Senior,"$93,991 ",49,Artist,1,Entry Level,3,small Size
673,Female,65,Senior,"$58,318 ",45,Doctor,1,Entry Level,1,small Size
674,Female,13,Teenager,"$180,786 ",88,Lawyer,1,Entry Level,5,Mid Size
675,Male,71,Senior,"$84,622 ",45,Doctor,0,Entry Level,6,Mid Size
676,Male,1,Teenager,"$92,674 ",59,Artist,8,Mid Level,4,Mid Size
677,Female,57,Senior,"$87,553 ",94,Artist,1,Entry Level,1,small Size
678,Male,14,Teenager,"$74,174 ",79,Entertainment,1,Entry Level,2,small Size
679,Female,77,Senior,"$180,831 ",33,Healthcare,1,Entry Level,2,small Size
